33,Falling,21445272,-2.4023,-5.9204,9.2041;
33,Falling,21506837,-2.4463,-5.9863,9.1284;
33,Falling,21557841,-2.4731,-5.8545,9.0967;
33,Falling,21608824,-2.5464,-5.8643,9.1089;
33,Falling,21659823,-2.6318,-5.8521,9.1675;
33,Falling,21710823,-2.6050,-6.0742,9.0503;
33,Falling,21761823,-2.6318,-6.2988,8.9209;
33,Falling,21812823,-2.6611,-6.4355,8.7451;
33,Falling,21863823,-2.6123,-6.2231,8.6133;
33,Falling,21914823,-2.8662,-6.4209,8.6523;
33,Falling,21965823,-3.1372,-6.2256,8.5596;
33,Falling,22016823,-3.1226,-5.9814,8.8257;
33,Falling,22067823,-3.0347,-5.8936,9.0039;
33,Falling,22118823,-3.0103,-6.0400,8.8306;
33,Falling,22169823,-2.8174,-6.2476,8.8550;
33,Falling,22220823,-2.8052,-6.1865,8.9111;
33,Falling,22271823,-2.6978,-6.0913,9.0259;
33,Falling,22322823,-2.8003,-5.9839,8.8965;
33,Falling,22373823,-2.9565,-6.0303,8.8403;
33,Falling,22424823,-3.1787,-6.0889,8.8281;
33,Falling,22475823,-2.9932,-5.9326,8.9038;
33,Falling,22526823,-2.9419,-6.0522,8.8989;
33,Falling,22577823,-2.9980,-6.4111,8.7061;
33,Falling,22628823,-2.8296,-6.1938,8.8037;
33,Falling,22679823,-2.9053,-6.0278,9.0186;
33,Falling,22730823,-2.9443,-6.0400,8.9087;
33,Falling,22781823,-2.9443,-6.0083,8.8965;
33,Falling,22832823,-3.0737,-6.1401,8.7183;
33,Falling,22883823,-2.9102,-6.2256,8.7622;
33,Falling,22934823,-2.8174,-6.4233,8.5742;
33,Falling,22985823,-2.8223,-6.2476,8.8208;
33,Falling,23036823,-2.7515,-5.9180,9.0771;
33,Falling,23087823,-2.9126,-6.0693,8.8477;
33,Falling,23138823,-3.0054,-6.2842,8.7207;
33,Falling,23189823,-2.9468,-6.3208,8.6182;
33,Falling,23240823,-2.8174,-6.0522,8.7939;
33,Falling,23291823,-2.8296,-6.1523,8.8843;
33,Falling,23342823,-2.8979,-6.0693,8.8501;
33,Falling,23393823,-2.9761,-6.1597,8.8086;
33,Falling,23444823,-2.9419,-6.1304,8.8062;
33,Falling,23495823,-2.9541,-6.2085,8.8013;
33,Falling,23546823,-2.9321,-6.1108,8.7769;
33,Falling,23597823,-2.9395,-5.9863,8.8892;
33,Falling,23648823,-3.0200,-6.0303,8.7817;
33,Falling,23699823,-2.9687,-6.0596,8.9062;
33,Falling,23750823,-2.8394,-6.1401,8.9233;
33,Falling,23801823,-2.7417,-6.0571,8.8599;
33,Falling,23852823,-2.8613,-6.3062,8.7402;
33,Falling,23903823,-2.8687,-6.0645,8.7695;
33,Falling,23954823,-2.8906,-5.8936,9.0601;
33,Falling,24005823,-2.9224,-5.8936,9.1431;
33,Falling,24056823,-2.8809,-6.1377,8.9453;
33,Falling,24107823,-2.8345,-6.1548,8.8818;
33,Falling,24158823,-2.6245,-6.1646,8.8281;
33,Falling,24209823,-2.5610,-6.1255,8.9209;
33,Falling,24260823,-2.5391,-6.0962,8.9526;
33,Falling,24311823,-2.6709,-6.2207,8.9258;
33,Falling,24362823,-2.7441,-6.2036,8.7549;
33,Falling,24413823,-2.5830,-6.3428,8.5986;
33,Falling,24464823,-2.4634,-6.3184,8.7964;
33,Falling,24515823,-2.3804,-5.9521,9.2017;
33,Falling,24566823,-1.0718,-5.2075,10.3955;
33,Falling,24617823,-2.1655,-6.2134,8.6572;
33,Falling,24668823,-2.7539,-6.1401,8.7817;
33,Falling,24719823,-1.6553,-5.3125,10.0586;
33,Falling,24770823,-2.0508,-5.7690,9.3384;
33,Falling,24821823,-1.9067,-6.0571,9.2310;
33,Falling,24872823,-1.6553,-5.8862,9.4409;
33,Falling,24923823,-1.3867,-6.0303,9.4971;
33,Falling,24974823,-1.3794,-5.9570,9.5923;
33,Falling,25025823,-1.1206,-5.8838,9.4873;
33,Falling,25076823,-0.5054,-6.4551,9.5532;
33,Falling,25127823,-0.2100,-6.2988,9.7217;
33,Falling,25178823,-0.1392,-6.2573,9.7852;
33,Falling,25229823,-0.1587,-6.4575,9.6631;
33,Falling,25280823,0.1611,-6.7993,9.5068;
